Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
27894353212,hoa tulip giả bó sẵn hoa tặng mẹ sinh nhật Hoa tulip hoa giả chụp ảnh hoa giả hoa nhảy múa hoa cưới hoa nghệ thuật hoa calla hoa bàn cưới hoa cầm tay bó hoa,"67,0k",0,jbp101.vn,"4,5%",₫2.678,https://shopee.vn/product/1721511061/27894353212,https://s.shopee.vn/1LbHjI8fp3
56156978761,hoa tặng mẹ hoa giả bó sẵn Hoa tulip hoa giả chụp ảnh hoa giả hoa nhảy múa hoa cưới hoa nghệ thuật hoa calla hoa bàn cưới hoa cầm tay bó hoa,"70,2k",0,jbp87.vn,"4,5%",₫2.808,https://shopee.vn/product/1721499188/56156978761,https://s.shopee.vn/1qXYKD6loA
46607003724,hoa tặng mẹ hoa tặng mẹ sinh nhật Hoa tulip 3D hoa cưới mô phỏng hoa cưới trang trí hoa đỏ hoa giả trang trí hoa hoa vật liệu hoa hoa đường dẫn vòm bó hoa,"87,5k",0,jbp30.vn,"4,5%",₫3.499,https://shopee.vn/product/1721443847/46607003724,https://s.shopee.vn/1gE87u7P99
48507007226,hoa giả bó sẵn hoa tặng mẹ sinh nhật Hoa giả cưới hoa tulip hoa giả hoa lụa hoa cưới trang trí hoa trang trí hoa trang trí đường dẫn trang trí hoa vật liệu cắm hoa,"69,1k",0,jbp74.vn,"4,5%",₫2.765,https://shopee.vn/product/1721490824/48507007226,https://s.shopee.vn/2BAOip5V8G
51356978759,hoa giả bó sẵn hoa tặng mẹ Hoa giả hoa cưới cô dâu hoa tulip corset phù dâu trâm cài cài hoa cưới chú rể hoa cưới hoa cưới,"220,3k",0,jbp88.vn,"4,5%",₫8.813,https://shopee.vn/product/1721499599/51356978759,https://s.shopee.vn/20qyWW68TF
51607394896,"LUMINISCENCIA 2 Chiếc Hoa Vòm Cưới Nhân Tạo, Boho Chào Mừng Ký Hiệu Hoa Cưới Hoa Vòng Hoa, Hoa Mẫu Đơn DIY Hoa Hồng Bạch Đàn Vòng Hoa Drap Hoa Chụp Ảnh Đám Cưới Hoa","264,6k",0,luminiscencia5o.vn,"4,5%",₫10.584,https://shopee.vn/product/1608681995/51607394896,https://s.shopee.vn/2VnF7R4ESM
56906452985,"DUOJUAN 2 Chiếc Hoa Cưới Vòng Hoa, Bạch Đàn Vòng Hoa Drap Dấu Hiệu Chào Mừng Hoa Nhân Tạo Hoa Cưới Vòm Hoa, Hoa Mẫu Đơn Hoa Hồng Boho DIY Cưới Vòm Hoa","305,6k",0,duojuanyv.vn,"4,5%",₫12.226,https://shopee.vn/product/1708344276/56906452985,https://s.shopee.vn/2LTov84rnL
48456375455,"Benytro BENYTRO Nhân Tạo Đám Cưới Vòm Hoa, Dấu Hiệu Chào Mừng Hoa DIY Hoa Cưới Vòng Hoa, Hoa Hồng Boho Hoa Mẫu Đơn Hoa Bạch Đàn Vòng Hoa Drape Đám Cưới Vòm Hoa","329,1k",0,Benytro Official Store,"4,5%",₫13.163,https://shopee.vn/product/69042502/48456375455,https://s.shopee.vn/BPKL9D7Bw
57202175999,Bóng Ba Đầu Hoa Cúc Mô Phỏng Đám Cưới Hoa Bóng Bàn Hoa Cúc Phòng Cưới Hoa Giả Tầng Hàng Hoa Bố Trí Cảnh Hàng Hoa Hàng Hoa Treo Tường Hoa Sắp Xếp Hoa,"139,4k",0,niuaab12.vn,"4,5%",₫5.575,https://shopee.vn/product/1686221982/57202175999,https://s.shopee.vn/15u8qDkWv
53256355451,"OPEAREY Nhân Tạo Đám Cưới Vòm Hoa, Dấu Hiệu Chào Mừng Hoa DIY Hoa Cưới Vòng Hoa, Bạch Đàn Vòng Hoa Drapes Boho Hoa Mẫu Đơn Hoa Cưới Vòm Hoa","322,3k",0,OPEAREY  MALL,"4,5%",₫12.891,https://shopee.vn/product/104593483/53256355451,https://s.shopee.vn/W2AjlBqW2
50406356483,"OPEAREY 2 Chiếc Hoa Vòm Cưới Nhân Tạo, Biển Hiệu Chào Mừng Hoa Bạch Đàn Vòng Hoa Drap Hoa Cưới Vòng Hoa, Hoa Mẫu Đơn Hoa Hồng Boho DIY Hoa Nhân Tạo Hoa Swags","298,9k",0,OPEAREY  MALL,"4,5%",₫11.958,https://shopee.vn/product/104593483/50406356483,https://s.shopee.vn/LikXSCTr1
45306464933,"WUZIA 2 Chiếc Hoa Vòm Cưới Nhân Tạo, Biển Hiệu Chào Mừng Hoa Bạch Đàn Vòng Hoa Drap Hoa Cưới Vòng Hoa, Hoa Mẫu Đơn Hoa Hồng DIY Boho Hoa Nhân Tạo Hoa Swags","298,2k",0,WUZIA MALL,"4,5%",₫11.928,https://shopee.vn/product/460961370/45306464933,https://s.shopee.vn/qf18NAZq8
44279361172,"HOBBYHUB 2 Chiếc Vòng Hoa Cưới, Boho DIY Nhân Tạo Đám Cưới Vòm Hoa, Ký Hiệu Chào Mừng Hoa Bạch Đàn Vòng Hoa Drap Hoa Hồng Hoa Mẫu Đơn Hoa Cưới Vòm Hoa","260,3k",0,HOBBYHUB MALL,"4,5%",₫10.411,https://shopee.vn/product/293690390/44279361172,https://s.shopee.vn/gLaw4BDB7
46157003759,hoa giả bó sẵn hoa tulip giả bó sẵn Hoa tulip mô phỏng hoa giả hoa cưới đạo cụ chụp ảnh cưới hoa trang trí thủ công hoa lụa hoa giả đầu hoa giả,"172,8k",0,jbp142.vn,"4,5%",₫6.912,https://shopee.vn/product/1721551343/46157003759,https://s.shopee.vn/1BHrWz9JAE
49106998952,hoa tulip giả bó sẵn hoa tặng mẹ 3 đầu Tulip hoa giả hoa cưới hoa giả trang trí đám cưới hoa lụa hoa vòm hoa đường cắm hoa bán buôn,"92,9k",0,jbp44.vn,"4,5%",₫3.715,https://shopee.vn/product/1721451389/49106998952,https://s.shopee.vn/10yRKg9wVD
