Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
28478978068,"Minh Mạng Thang 40 Vị – Bổ Dưỡng Cơ Thể, Tăng Cường Sức Khỏe, Nguyên Liệu Tự Nhiên","340,0k",329,Khánh Ngân Tây Bắc,"11,5%",₫37.400,https://shopee.vn/product/905813478/28478978068,https://s.shopee.vn/1BHrXCqaiF
17658653343,Thảo dưọc truyền thống Minh Mạng thang ông uống bà khen,"250,0k",153,Đặc sản và dược liệu Kon Tum,"12,5%",₫30.000,https://shopee.vn/product/31575087/17658653343,https://s.shopee.vn/1LbHjVpxNI
20282685334,Sách - Định Luật Ẩn - Sự thật về cách mạng lưới chọn ra người thắng cuộc - 5 công thức thành công đã được chứng minh,"153,0k",301,Ecoblader Official Shop,"14,5%",₫21.420,https://shopee.vn/product/371788160/20282685334,https://s.shopee.vn/1VuhvopK2L
26222477669,Minh Mạng Thang - Y Tâm Đường - 35 vị - ngâm 8 lít,"980,0k",330,Y Tâm Đường,"4,5%",₫39.200,https://shopee.vn/product/115604100/26222477669,https://s.shopee.vn/1gE887oghO
41411588172,"Thang minh mạng 35 vị ngâm rượu (thang nhất dạ ngũ giao) giúp bổ thận tráng dương, giảm đau lưng, đau nhức xương khớp","295,0k",27,Người Dao đỏ Sapa,"4,5%",₫11.800,https://shopee.vn/product/1270360908/41411588172,https://s.shopee.vn/1qXYKQo3MR
28343917795,ESSAGER Thẻ thông minh Thiết bị chống mất Định vị chính xác Tuổi thọ pin siêu dài 12 tháng Ứng dụng tìm kiếm thích ứng Thiết bị iP Thích ứng mạng,"273,9k",12,ESSAGER flagship store,9%,₫24.651,https://shopee.vn/product/754426389/28343917795,https://s.shopee.vn/20qyWjnQ1U
26119949580,Thang Minh Mạng Huế chuẩn 3x vị 2kg,"205,0k",120,Dorungshopmoc 2,"4,5%",₫8.200,https://shopee.vn/product/80265738/26119949580,https://s.shopee.vn/2BAOj2mmgX
27723420793,"Minh Mạng thang chuẩn 33 vị ngâm rịu, tăng cường trí nhớ, minh mẫn, nâng cao bản lĩnh phái mạnh, kéo dài tuổi thọ","268,9k",15,Kho thảo dược Thiên Nhiên,"6,5%",₫16.133,https://shopee.vn/product/569485480/27723420793,https://s.shopee.vn/2LTovLm9La
3104096404,Minh Mạng Thang Tôn Thất Thống chính hãng ( ĐẶC SẢN HUẾ  ).,"189,0k",593,BB.HUẾ,"4,5%",₫7.560,https://shopee.vn/product/133058537/3104096404,https://s.shopee.vn/2VnF7elW0d
29020026733,Switch mạng thông minh 16 cổng PoE HIKVISION DS-3E1318P-EI/M - Hàng Chính Hãng ( Mới 100%) - Bảo Hành 24 THáng,"3,2tr",16,Phúc Lâm Computer,"4,5%",₫127.600,https://shopee.vn/product/1007310093/29020026733,https://s.shopee.vn/2g6fJxksfg
25844981594,"Minh Mạng Thang Tôn Thất Thống - Bổ khí, kiện dương, tăng cường sinh lực","486,2k",21,Đặc Sản Huế Nguyên Thảo,"4,5%",₫19.448,https://shopee.vn/product/31589232/25844981594,https://s.shopee.vn/2qQ5WGkFKj
27939508203,"Minh mạng thang ngâm rượu. Thang nhất dạ ngũ giao giúp bổ thận tráng dương, giảm đau lưng, đau nhức xương khớp","295,0k",8,Dorutaba - Đồ rừng Tây Bắc,"4,5%",₫11.800,https://shopee.vn/product/1415923078/27939508203,https://s.shopee.vn/30jViZjbzm
28529138329,Gateway Router Cân bằng tải thông minh Ruijie Reyee EG105G V3 EG105G-P 105G( bảo hành 36 tháng),"2,0tr",24,4ATECH,"4,5%",₫79.200,https://shopee.vn/product/417974504/28529138329,https://s.shopee.vn/3B2vusiyep
