Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
20547062150,Nồi Cơm Điện mini 1L-1.2L-1.8L CUCKOO CR388 - Kiểu dáng Hàn Quốc - Bảo hành 12 tháng,"278,0k",100k+,Shopthuydung1901,"4,5%",₫11.120,https://shopee.vn/product/12046664/20547062150,https://s.shopee.vn/30jVigpNSM
28902252152,"Free Ship - Nồi Cơm Điện Chính Hãng Chigo, Nồi Lấu Đa Năng, Nấu Cơm, Hầm Cháo, Hấp Xào Luộc Siêu Tiện Lợi","205,0k",10k+,Giấy đa sắc organic,"7,5%",₫14.350,https://shopee.vn/product/471619959/28902252152,https://s.shopee.vn/3B2vuzok7P
23171906517,"Nồi Cơm Điện Mini CUCKOO Hàn Quốc - 1L, 1.2L, 1.8L Kiểu Dáng Đáng Yêu, Nấu Cơm Ngon, Tiết Kiệm Điện, Dễ Dàng Vệ Sinh","267,0k",10k+,Duy Khánh shop @123.,"9,5%",₫24.030,https://shopee.vn/product/535424329/23171906517,https://s.shopee.vn/3LMM7Io6mS
24893804927,"Nồi Cơm Điện mini CUCKOO CR388-Dung tích 1L/1,2L/1,8L/2,2L - Tiết kiệm điện, BH 12 tháng","283,0k",1k+,Shopthuydung1901,"4,5%",₫11.320,https://shopee.vn/product/12046664/24893804927,https://s.shopee.vn/3VfmJbnTRV
28362606589,Nồi Cơm Điện mini 1L-1.2L-1.8L CUCKOO - Kiểu dáng Hàn Quốc - Bảo hành 12 tháng,"288,6k",20k+,Tổng Kho Gia Dụng 88,"7,5%",₫20.202,https://shopee.vn/product/65095055/28362606589,https://s.shopee.vn/3fzCVumq6Y
18860503076,"COMBO 5 Lẫy khóa nắp nồi cơm điện Tử toshiba Nồi 1 Lít Và 1,8L xài chung RC-10NMF & RC-18NMF","25,5k",9k+,Điện Gia Dụng Hưng Thịnh,"14,5%",₫3.570,https://shopee.vn/product/97227941/18860503076,https://s.shopee.vn/3qIciDmClb
25512914620,"Dây Nguồn Máy Tính Dài 1.5m, Dây Nồi Cơm Điện Hàng Chất Lượng","15,0k",10k+,tongkhomaytinhcamera,"4,5%",₫600,https://shopee.vn/product/1153072555/25512914620,https://s.shopee.vn/40c2uWlZQe
2109413816,"Dây cáp nguồn máy tính 1M5 ARIGATOO chuẩn, xịn - Dây nguồn cắm nồi cơm điện (màu đen)","15,0k",10k+,Shopgiare1234,"4,5%",₫600,https://shopee.vn/product/40850068/2109413816,https://s.shopee.vn/4AvT6pkw5h
25050856142,Nồi Cơm Điện Cuckoo - Nồi Cơm Điện Mini- Tiết Kiệm Điện Năng -Công Nghệ Hiện Đại Của Hàn Quốc,"229,0k",7k+,CẬU BÉ ĐỒ GIA DỤNG,"4,5%",₫9.160,https://shopee.vn/product/1028234650/25050856142,https://s.shopee.vn/4LEtJ8kIkk
24379423147,"Nồi cơm điện 1.8L Sunhouse SHD8611- Lòng nồi: 1mm, chống dính 2 lớp vân đá, 4-6 người dùng - Sản xuất tại Việt Nam","735,0k",10k+,SUNHOUSE OFFICIAL STORE,"12,5%",₫88.200,https://shopee.vn/product/18183995/24379423147,https://s.shopee.vn/4VYJVRjfPn
22955231264,Nồi cơm điện tử Gaabor RC-30T01A dung tích 1.2 lít 5 chế độ nấu đa năng lòng nồi chống dính giữ ấm đến 24H,"699,0k",9k+,Gaabor Official Store,"8,5%",₫55.920,https://shopee.vn/product/528571633/22955231264,https://s.shopee.vn/4frjhkj24q
3775831784,"Nồi Cơm Điện Mini LocknLock EJR426WHT, EJR326WHT 0.8L, Hàng Chính Hãng, Dây Điện Tháo Rời - JoyMall","636,4k",3k+,JoyMall - Lock&Lock Chính Hãng,"4,5%",₫25.454,https://shopee.vn/product/195775920/3775831784,https://s.shopee.vn/4qB9u3iOjt
42270919298,"Nồi Cơm Điện Dung Tích 2L Lòng Nồi inox 304 Tách Đường Engler EL9102  , 15 chức năng nấu Bảo Hành 24T- Nhà Bếp Kim Quỳnh","2,2tr",10k+,Nhà Bếp Kim Quỳnh,"12,5%",₫262.800,https://shopee.vn/product/561828136/42270919298,https://s.shopee.vn/50Ua6MhlOw
28306139274,"Nồi Cơm Điện SHAHP dung tích 1L-1.2L-1.8L-2.2L mẫu mới sang trọng hiện đại nấu cơm chín nhanh, nồi cơ siêu bền","348,0k",10k+,Shopthuydung1901,"4,5%",₫13.920,https://shopee.vn/product/12046664/28306139274,https://s.shopee.vn/5Ao0Ifh83z
14587899921,"Hộp cơm cắm điện, Tiger Life model mới loại 2 bát và 4 bát đa năng nấu cơm, đồ ăn, hâm nóng, Dung tích 1L, 2L","339,0k",20k+,Tigerlife Official Store,"6,5%",₫20.340,https://shopee.vn/product/440298046/14587899921,https://s.shopee.vn/15u9B0nY0
23971295676,"(Bảo hành 12 tháng) Nồi Cơm Điện mini CUCKOO CR387, CR388 - Dung tích 1L-1.2L- 1.8L-2.2L","282,0k",8k+,Shopthuydung1901,"4,5%",₫11.280,https://shopee.vn/product/12046664/23971295676,https://s.shopee.vn/BPKLU0AD3
1822677228,Bộ Lẫy Khóa Nắp Nồi Cơm Điện Toshiba RC-10NMF & RC-18NMF/ RC-18NTFV,"28,9k",90k+,Điện gia dụng Tiến Đạt,"4,5%",₫1.156,https://shopee.vn/product/13228992/1822677228,https://s.shopee.vn/LikXmzWs6
41661077250,Nồi cơm điện tử Sharp 1.5 lít KS-COM150EV-WH,"1,3tr",2k+,Nguyễn Kim Electronics,"6,5%",₫75.000,https://shopee.vn/product/706762797/41661077250,https://s.shopee.vn/W2Ak5ytX9
25501194294,"Dây nguồn KENNO đuôi nồi cơm, chuyên nồi cơm, máy tính, siêu tốc, máy in, màn hình PC chịu tải 1500W","19,6k",10k+,Thiết Bị Điện Kenno,"12,5%",₫2.352,https://shopee.vn/product/66333094/25501194294,https://s.shopee.vn/gLawOyGCC
28207884912,Nồi cơm điện Elmich 1.2L RCE-9126,"758,0k",10k+,Elmich Việt Nam Chính Hãng,"9,5%",₫68.220,https://shopee.vn/product/254666730/28207884912,https://s.shopee.vn/qf18hxcrF
