Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
3934483670,"Túi hút chân không đựng quần áo chăn gối cất tủ đồ, đựng vali du lịch. Phân phối bởi PIHOME","7,9k",500k+,Pihome - Sắp xếp nhà cửa,"16,5%",₫1.264,https://shopee.vn/product/25032641/3934483670,https://s.shopee.vn/1BHrX6sjvn
7833154411,"[Hỏa Tốc HN 1H] Túi hút chân không đựng quần áo, chăn gối TAMAN chất liệu PA-PE kèm hút điện","7,9k",800k+,Gia dụng thông minh Tâm An,"16,5%",₫1.264,https://shopee.vn/product/54397769/7833154411,https://s.shopee.vn/15u8xxBIa
22043011676,"Túi hút chân không đựng quần áo, túi đựng quần áo trong suốt chăn gối - Đa năng, tiện dụng và dùng lại bình thường","9,0k",100k+,Nutvan,"6,5%",₫539,https://shopee.vn/product/724408547/22043011676,https://s.shopee.vn/BPKLGwXxd
15695277677,Bộ ga giường thun lạnh 4 món bọc được nệm 18cm gồm ga gối và vỏ ôm,"165,6k",200k+,LIDACO BEDDING,"6,5%",₫9.937,https://shopee.vn/product/623633/15695277677,https://s.shopee.vn/LikXZvucg
20215122171,Túi Đựng Chăn Màn Quần Áo Cỡ Lớn 100L- 220L (Chống Thấm) . Túi Đựng Quần Áo GốI Mền Cỡ Lớn Có Khoá Kéo giá tốt.,"18,3k",30k+,BIG_MART.888-TỔNG KHO MIỀN BẮC,"8,5%",₫1.464,https://shopee.vn/product/49559490/20215122171,https://s.shopee.vn/W2AjsvHHj
24188504043,"Bộ ga gối 3 món Cotton Đũi Kẻ 1m2, 1m4, 1m5, 1m6, 1m8 x2m Phong cách basic hàn quốc chất liệu thoáng mát","72,0k",50k+,Bee Bedding - Chăn Ga Gối,"6,5%",₫4.320,https://shopee.vn/product/228271625/24188504043,https://s.shopee.vn/20qyWdpZF2
24427843346,"COMBO Túi Hút Chân Không đựng quần áo, chăn gối PIHOME. Tiết kiệm không gian tủ đồ - vali du lịch.","92,0k",30k+,Pihome - Sắp xếp nhà cửa,"16,5%",₫14.720,https://shopee.vn/product/25032641/24427843346,https://s.shopee.vn/2BAOiwovu5
7184649266,Màn chụp tự bung đỉnh vuông Hoàng Nhân - Mẫu mùng chụp tự bung người lớn chống muỗi gấp gọn tiện dụng,"81,0k",100k+,LD_HOANGNHAN,"8,5%",₫6.480,https://shopee.vn/product/397469085/7184649266,https://s.shopee.vn/2LTovFoIZ8
28935571469,Vỏ gối nằm 50x70cm 40x60cm | Vỏ gối ôm 35x100cm | Áo bọc gối Thun lạnh Ý | Cotton 100% và CottonPoly,"42,0k",40k+,JAFUMA,"9,5%",₫3.780,https://shopee.vn/product/159685460/28935571469,https://s.shopee.vn/2VnF7YnfEB
2367296507,Chiếu ngủ văn phòng loại lớn,"29,0k",200k+,lethanh.vn,"4,5%",₫1.160,https://shopee.vn/product/117241758/2367296507,https://s.shopee.vn/1LbHjPs6ay
